EDGE_ID,FROM_ID,TO_ID,NAME,PRIORITY,TYPE
187141904#2,1978960803,1978960755,,15,railway.rail
187141905#0,1978961068,1978961037,,15,railway.rail
187141905#1,1978961037,1978960843,,15,railway.rail
187141905#2,1978960843,1978960810,,15,railway.rail
187141906#0,29836321,1978960737,,15,railway.rail
187141906#1,1978960737,1978960755,,15,railway.rail
187141906#2,1978960755,1978960948,,15,railway.rail
187141906#3,1978960948,29836326,,15,railway.rail
187141906#4,29836326,1978961109,,15,railway.rail
187141906#5,1978961109,1978961120,,15,railway.rail
187141907#0,1978960833,1978960736,,15,railway.rail
187141907#1,1978960736,1978960657,,15,railway.rail
187141907#2,1978960657,29836441,,15,railway.rail
187141907#3,29836441,1978960612,,15,railway.rail
187141907#4,1978960612,1978960563,,15,railway.rail
187141908,1978960804,1978960987,,15,railway.rail
187141909,1978961133,1978961109,,15,railway.rail
187141910,1978960839,1978960736,,15,railway.rail
187141911,1978960948,1978961036,,15,railway.rail
187354850#0,1352537084,1352537123,,15,railway.rail
187354850#1,1352537123,1352537073,,15,railway.rail
187354850#2,1352537073,1352537146,,15,railway.rail
187354850#3,1352537146,1352537204,,15,railway.rail
187354850#4,1352537204,cluster_1611272203_1980634937,,15,railway.rail
187354850#5,cluster_1611272203_1980634937,cluster_1980634918_394347674,,15,railway.rail
187354850#6,cluster_1980634918_394347674,1980634912,,15,railway.rail
187354869,1980634979,1352537084,,15,railway.rail
187730904,1980634912,1983617277,,15,railway.rail
187730937,1983617253,1983616330,,15,railway.rail
188832116,1994540576,1978961134,Canadian National Shoreline Subdivision,15,railway.rail
219356229,2419006594,2285144415,,8,highway.primary_link
219357173#0,62633673,62633692,Parke Lane,6,highway.tertiary
219357173#1,62633692,62633743,Parke Lane,6,highway.tertiary
222837013,62704573,62704578,,4,highway.residential
222837014#0,62662531,62704614,9th Street,4,highway.residential
222837014#1,62704614,62602874,9th Street,4,highway.residential
228618576#0,62602955,1595619320,3rd Street,4,highway.residential
228618576#1,1595619320,1595619372,3rd Street,4,highway.residential
228618576#10,1611253164,62738209,3rd Street,4,highway.residential
228618576#2,1595619372,1595619275,3rd Street,4,highway.residential
228618576#3,1595619275,1595619219,3rd Street,4,highway.residential
228618576#4,1595619219,62855782,3rd Street,4,highway.residential
228618576#5,62855782,4895450332,3rd Street,4,highway.residential
228618576#6,4895450332,62662440,3rd Street,4,highway.residential
228618576#7,62662440,3248125802,3rd Street,4,highway.residential
228618576#8,3248125802,62773648,3rd Street,4,highway.residential
228618576#9,62773648,1611253164,3rd Street,4,highway.residential
228618578#0,62738214,1611253089,5th Street,4,highway.residential
228618578#1,1611253089,62752290,5th Street,4,highway.residential
228618578#2,62752290,4895450334,5th Street,4,highway.residential
228618578#3,4895450334,62662447,5th Street,4,highway.residential
228618578#4,62662447,1315585555,5th Street,4,highway.residential
228618578#5,1315585555,62752292,5th Street,4,highway.residential
228618579#0,62738209,1599468913,3rd Street,4,highway.residential
228618579#1,1599468913,63010575,3rd Street,4,highway.residential
228618579#2,63010575,4895450338,3rd Street,4,highway.residential
228618579#3,4895450338,cluster_62852056_62852092,3rd Street,4,highway.residential
228618579#5,cluster_62852056_62852092,62933532,3rd Street,4,highway.residential
228618581#0,62602959,1595619151,5th Street,4,highway.residential
228618581#1,1595619151,62752294,5th Street,4,highway.residential
228618581#2,62752294,62752297,5th Street,4,highway.residential
228618581#3,62752297,62752298,5th Street,4,highway.residential
228618581#4,62752298,62752300,5th Street,4,highway.residential
228618581#5,62752300,3738244344,5th Street,4,highway.residential
228618581#6,3738244344,62752303,5th Street,4,highway.residential
228618581#7,62752303,cluster_4706460839_62639193,5th Street,4,highway.residential
228618581#8,cluster_4706460839_62639193,4706460850,5th Street,4,highway.residential
228618581#9,4706460850,4706460855,5th Street,4,highway.residential
228618583#0,62602959,1595619300,Eureka Road,7,highway.secondary
228618583#1,1595619300,62602956,Eureka Road,7,highway.secondary
228618583#2,62602956,1595619235,Eureka Road,7,highway.secondary
228618583#3,1595619235,1595619344,Eureka Road,7,highway.secondary
228618583#4,1595619344,cluster_1595619306_1595619341,Eureka Road,7,highway.secondary
228618583#6,cluster_1595619306_1595619341,62602955,Eureka Road,7,highway.secondary
228618584#0,62752277,4895450344,5th Street,4,highway.residential
228618584#1,4895450344,cluster_62752279_62752283,5th Street,4,highway.residential
228618584#3,cluster_62752279_62752283,4895450340,5th Street,4,highway.residential
228618584#4,4895450340,62752285,5th Street,4,highway.residential
228618584#5,62752285,1611253139,5th Street,4,highway.residential
228618584#6,1611253139,62738214,5th Street,4,highway.residential
228618585#0,62602955,1595619149,Eureka Road,7,highway.secondary
228618585#1,1595619149,1595619229,Eureka Road,7,highway.secondary
228618585#2,1595619229,cluster_1595619240_1595619264,Eureka Road,7,highway.secondary
228618585#4,cluster_1595619240_1595619264,1595619230,Eureka Road,7,highway.secondary
228618586,62738209,62738213,Oak Street,6,highway.tertiary
228618587#0,62752292,1315585846,5th Street,4,highway.residential
228618587#1,1315585846,1595619290,5th Street,4,highway.residential
228618587#2,1595619290,62602959,5th Street,4,highway.residential
228618588#0,62933532,4895450349,3rd Street,4,highway.residential
228618588#1,4895450349,63047646,3rd Street,4,highway.residential
228618588#2,63047646,62960636,3rd Street,4,highway.residential
228618588#3,62960636,62929154,3rd Street,4,highway.residential
228618588#4,62929154,62757601,3rd Street,4,highway.residential
228618588#5,62757601,63054371,3rd Street,4,highway.residential
228618588#6,63054371,62847719,3rd Street,4,highway.residential
228618588#7,62847719,62640321,3rd Street,4,highway.residential
228618588#8,62640321,62659047,3rd Street,4,highway.residential
228618589#0,62749966,62704594,Oak Street,6,highway.tertiary
228618589#1,62704594,62738223,Oak Street,6,highway.tertiary
228618589#2,62738223,62738224,Oak Street,6,highway.tertiary
228618589#3,62738224,62738226,Oak Street,6,highway.tertiary
228618589#4,62738226,62738227,Oak Street,6,highway.tertiary
228618589#5,62738227,62672937,Oak Street,6,highway.tertiary
230253097,1677630524,1677630617,,2,highway.service
230253098,1677630583,1677630562,,2,highway.service
230253099,1677630562,1677630572,,2,highway.service
230253100,1677630562,1677630529,,2,highway.service
230253101,1677630617,1677630600,,2,highway.service
230253102,1677630572,1677630524,,2,highway.service
230253103,1677630583,1677630600,,2,highway.service
230253104,1677630597,1677630620,,2,highway.service
230253105,1677630620,1677630560,,2,highway.service
230253106,1677630560,1677630583,,2,highway.service
230253107,1677630600,1677630572,,2,highway.service
230253108,1677630572,1677630621,,2,highway.service
230253109,1677630621,1677630529,,2,highway.service
230253110#0,1677630529,3882853955,,2,highway.service
230253110#1,3882853955,1677630597,,2,highway.service
230260479,1610892456,1610892533,,2,highway.service
230260480,1610892405,cluster_1610892530_2387844909,,2,highway.service
230260481,1610892533,1610892405,,2,highway.service
233525769#0,62589435,62817120,Edison Street,4,highway.residential
233525769#1,62817120,62727865,Edison Street,4,highway.residential
233525769#2,62727865,62817124,Edison Street,4,highway.residential
233525769#3,62817124,62765314,Edison Street,4,highway.residential
249212529#0,62858589,62832515,Pennsylvania Road,7,highway.secondary
249212529#1,62832515,62858593,Pennsylvania Road,7,highway.secondary
249212529#11,cluster_1611272200_62858609,1611272181,Pennsylvania Road,7,highway.secondary
249212529#12,1611272181,62858610,Pennsylvania Road,7,highway.secondary
249212529#13,62858610,62731719,Pennsylvania Road,7,highway.secondary
249212529#14,62731719,3806333866,Pennsylvania Road,7,highway.secondary
249212529#15,3806333866,cluster_62727954_62855541,Pennsylvania Road,7,highway.secondary
249212529#17,cluster_62727954_62855541,62858616,Pennsylvania Road,7,highway.secondary
249212529#18,62858616,62799645,Pennsylvania Road,7,highway.secondary
249212529#19,62799645,1315429977,Pennsylvania Road,7,highway.secondary
249212529#2,62858593,62658758,Pennsylvania Road,7,highway.secondary
249212529#20,1315429977,2558578868,Pennsylvania Road,7,highway.secondary
249212529#3,62658758,62629060,Pennsylvania Road,7,highway.secondary
249212529#4,62629060,62858594,Pennsylvania Road,7,highway.secondary
249212529#5,62858594,1611272326,Pennsylvania Road,7,highway.secondary
249212529#6,1611272326,62858599,Pennsylvania Road,7,highway.secondary
249212529#7,62858599,cluster_62858604_62858607,Pennsylvania Road,7,highway.secondary
249212529#9,cluster_62858604_62858607,cluster_1611272200_62858609,Pennsylvania Road,7,highway.secondary
249213563,1653894138,2558589554,,8,highway.primary_link
249213565#0,2558589562,62727930,Plum Street,4,highway.residential
249213565#1,62727930,62870687,Plum Street,4,highway.residential
249215177#0,2419006544,62868453,Fort Street,9,highway.primary
249215177#1,62868453,4932266323,Fort Street,9,highway.primary
249215180#0,2419006549,62868031,Fort Street,9,highway.primary
249215180#1,62868031,cluster_2558599386_62675841,Fort Street,9,highway.primary
249215180#10,cluster_4932266225_62868008,4932266224,Fort Street,9,highway.primary
249215180#3,cluster_2558599386_62675841,62868026,Fort Street,9,highway.primary
249215180#4,62868026,2558589562,Fort Street,9,highway.primary
249215180#5,2558589562,2558599380,Fort Street,9,highway.primary
249215180#6,2558599380,62742507,Fort Street,9,highway.primary
249215180#7,62742507,62868021,Fort Street,9,highway.primary
249215180#8,62868021,cluster_4932266225_62868008,Fort Street,9,highway.primary
249215182,62881431,62984971,Marshall Street,4,highway.residential
249215184,2558599368,cluster_2558599386_62675841,,8,highway.primary_link
249216150#0,62602394,1793512569,Fort Street,9,highway.primary
249216150#1,1793512569,2419006549,Fort Street,9,highway.primary
249216154#0,1610952420,1610952282,Fort Street,9,highway.primary
249216154#1,1610952282,2558636826,Fort Street,9,highway.primary
249216154#2,2558636826,62591986,Fort Street,9,highway.primary
249216154#3,62591986,1610952301,Fort Street,9,highway.primary
249216154#4,1610952301,4936656296,Fort Street,9,highway.primary
249217151,2558611831,cluster_4744998267_62868039,,8,highway.primary_link
249217153#0,62727869,62853745,Northline Road,7,highway.secondary
249217153#1,62853745,62632767,Northline Road,7,highway.secondary
249217160,62847770,394347446,Ford Avenue,7,highway.secondary
249217755#0,2558636845,62627768,Fort Street,9,highway.primary
249217755#1,62627768,2558625146,Fort Street,9,highway.primary
249217755#10,62716494,62868043,Fort Street,9,highway.primary
249217755#11,62868043,62868041,Fort Street,9,highway.primary
249217755#12,62868041,cluster_4744998267_62868039,Fort Street,9,highway.primary
249217755#14,cluster_4744998267_62868039,2419006523,Fort Street,9,highway.primary
249217755#15,2419006523,62868037,Fort Street,9,highway.primary
249217755#16,62868037,62603291,Fort Street,9,highway.primary
249217755#17,62603291,2419006524,Fort Street,9,highway.primary
249217755#18,2419006524,62868033,Fort Street,9,highway.primary
249217755#19,62868033,62868032,Fort Street,9,highway.primary
249217755#2,2558625146,62868057,Fort Street,9,highway.primary
249217755#20,62868032,62548740,Fort Street,9,highway.primary
249217755#21,62548740,62855812,Fort Street,9,highway.primary
249217755#3,62868057,2419006584,Fort Street,9,highway.primary
249217755#4,2419006584,62868051,Fort Street,9,highway.primary
249217755#5,62868051,62822142,Fort Street,9,highway.primary
249217755#6,62822142,2285144437,Fort Street,9,highway.primary
249217755#7,2285144437,62868048,Fort Street,9,highway.primary
249217755#8,62868048,2419006594,Fort Street,9,highway.primary
249217755#9,2419006594,62716494,Fort Street,9,highway.primary
249217757#0,62847765,cluster_1610952406_4960995623_62847767,Ford Avenue,7,highway.secondary
249217758#0,1610892540,1610892580,Fort Street,9,highway.primary
249217758#1,1610892580,cluster_1610892416_1610952228,Fort Street,9,highway.primary
249217758#3,cluster_1610892416_1610952228,62640267,Fort Street,9,highway.primary
249217758#4,62640267,589567126,Fort Street,9,highway.primary
249217758#5,589567126,62868427,Fort Street,9,highway.primary
249217758#6,62868427,4936656464,Fort Street,9,highway.primary
249217759,1610952420,2558625146,,8,highway.primary_link
249217760,cluster_2558625144_62868438,2285144437,,8,highway.primary_link
249218299#0,5057642194,62705629,Fort Street,9,highway.primary
249218299#1,62705629,295221544,Fort Street,9,highway.primary
249218300,62868422,62868421,Fort Street,9,highway.primary
249218301#0,cluster_295220937_62800862,62821995,Fort Street,9,highway.primary
249218301#1,62821995,2419006602,Fort Street,9,highway.primary
249218301#2,2419006602,62728442,Fort Street,9,highway.primary
249218301#3,62728442,62556360,Fort Street,9,highway.primary
249218301#4,62556360,4936745810,Fort Street,9,highway.primary
249218302,2558636845,2558636826,,8,highway.primary_link
249218303,62868422,62868072,Goddard Road,6,highway.tertiary
249218304#0,62868072,62849778,Goddard Road,6,highway.tertiary
249218304#1,62849778,62605454,Goddard Road,6,highway.tertiary
249218304#2,62605454,62935565,Goddard Road,6,highway.tertiary
249218304#3,62935565,62625330,Goddard Road,6,highway.tertiary
249218304#4,62625330,62870644,Goddard Road,6,highway.tertiary
249218304#5,62870644,62800457,Goddard Road,6,highway.tertiary
249218305,2558636834,2558636822,,8,highway.primary_link
249218306#0,394344602,1611281668,Fort Street,9,highway.primary
249218306#1,1611281668,62695737,Fort Street,9,highway.primary
249218306#10,2558625142,1611281650,Fort Street,9,highway.primary
249218306#11,1611281650,62589435,Fort Street,9,highway.primary
249218306#12,62589435,62868060,Fort Street,9,highway.primary
249218306#2,62695737,4936721358,Fort Street,9,highway.primary
249218306#3,4936721358,62793835,Fort Street,9,highway.primary
249218306#4,62793835,62816448,Fort Street,9,highway.primary
249218306#5,62816448,2558636822,Fort Street,9,highway.primary
249218306#6,2558636822,62868065,Fort Street,9,highway.primary
249218306#7,62868065,62868061,Fort Street,9,highway.primary
249218306#8,62868061,4936655372,Fort Street,9,highway.primary
249218306#9,4936655372,2558625142,Fort Street,9,highway.primary
249218307#0,cluster_2419006378_62695551,62695553,Moran Avenue,6,highway.tertiary
249218307#1,62695553,62695564,Moran Avenue,6,highway.tertiary
249219461#0,62666571,62666578,Emmons Boulevard,6,highway.tertiary
249219461#1,62666578,62666606,Emmons Boulevard,6,highway.tertiary
249219461#2,62666606,62621695,Emmons Boulevard,6,highway.tertiary
249219463#1,cluster_2419006347_62771814,62626084,Fort Street,9,highway.primary
249219463#2,62626084,295222552,Fort Street,9,highway.primary
249219463#3,295222552,62629580,Fort Street,9,highway.primary
249219463#4,62629580,62868395,Fort Street,9,highway.primary
249219463#5,62868395,62868390,Fort Street,9,highway.primary
249219463#6,62868390,62868380,Fort Street,9,highway.primary
249219466,62666571,4936764181,Fort Street,9,highway.primary
249219468,62666567,62666571,Emmons Boulevard,6,highway.tertiary
249220188#0,62845071,62868111,Fort Street,9,highway.primary
249220188#1,62868111,62868109,Fort Street,9,highway.primary
249220188#2,62868109,4936764733,Fort Street,9,highway.primary
249220188#3,4936764733,62629582,Fort Street,9,highway.primary
249253228,2558891178,2558891162,,2,highway.service
249253230,62619109,2558891180,,2,highway.service
257569664#0,62803529,62803572,Fort Park Boulevard,4,highway.residential
257569664#1,62803572,62803574,Fort Park Boulevard,4,highway.residential
257569664#2,62803574,62629584,Fort Park Boulevard,4,highway.residential
257569664#3,62629584,62625997,Fort Park Boulevard,4,highway.residential
257569664#4,62625997,62803576,Fort Park Boulevard,4,highway.residential
25821981,62690189,62690211,Canadian National River Subdivision,15,railway.rail
25821983,62690604,62690612,Conrail Shared Assets Detroit Line,15,railway.rail
25821985,62747570,62553696,Canadian National Shoreline Subdivision,15,railway.rail
25821986,62690211,62690213,Canadian National River Subdivision,15,railway.rail
25821987#0,62690213,62666511,River Subdivision,15,railway.rail
25821987#1,62666511,62729839,River Subdivision,15,railway.rail
25821987#2,62729839,62935616,River Subdivision,15,railway.rail
25821987#3,62935616,1352537077,River Subdivision,15,railway.rail
25821987#4,1352537077,1978960709,River Subdivision,15,railway.rail
25821987#5,1978960709,29836269,River Subdivision,15,railway.rail
25821987#6,29836269,1978960554,River Subdivision,15,railway.rail
25821987#7,1978960554,62749447,River Subdivision,15,railway.rail
25821987#8,62749447,62749470,River Subdivision,15,railway.rail
25821987#9,62749470,29836794,River Subdivision,15,railway.rail
25821988,62690612,62690613,Conrail Shared Assets Detroit Line,15,railway.rail
25821989#0,62690613,62690614,Detroit Line,15,railway.rail
25821989#1,62690614,62729840,Detroit Line,15,railway.rail
25821989#2,62729840,62690617,Detroit Line,15,railway.rail
25821989#3,62690617,1978960707,Detroit Line,15,railway.rail
25821989#4,1978960707,1978960552,Detroit Line,15,railway.rail
25821989#5,1978960552,62747879,Detroit Line,15,railway.rail
25821989#6,62747879,62747882,Detroit Line,15,railway.rail
25821989#7,62747882,29836771,Detroit Line,15,railway.rail
25826790,62666544,62666546,Emmons Boulevard,6,highway.tertiary
25826793#0,62666546,62666547,Emmons Boulevard,6,highway.tertiary
25826793#1,62666547,62666549,Emmons Boulevard,6,highway.tertiary
25826793#2,62666549,62666553,Emmons Boulevard,6,highway.tertiary
25826793#3,62666553,62666556,Emmons Boulevard,6,highway.tertiary
25826793#4,62666556,62666558,Emmons Boulevard,6,highway.tertiary
25826793#5,62666558,62666560,Emmons Boulevard,6,highway.tertiary
25826793#6,62666560,62666562,Emmons Boulevard,6,highway.tertiary
25826793#7,62666562,62666564,Emmons Boulevard,6,highway.tertiary
25826793#8,62666564,62666567,Emmons Boulevard,6,highway.tertiary
26943794,cluster_2419006378_62695551,295220919,,8,highway.primary_link
26943827,cluster_4936743401_62800855,cluster_295220937_62800862,,8,highway.primary_link
26943843,2419006602,62728404,,8,highway.primary_link
26943859,cluster_2419006578_62838454,62868086,,8,highway.primary_link
26943861,4936764181,295221544,,8,highway.primary_link
26943868,295221555,62629583,,2,highway.service
26943877#0,62629583,63030245,,2,highway.service
26943877#1,63030245,295221795,,2,highway.service
26943877#2,295221795,295221797,,2,highway.service
26943915#0,62838459,62666578,,2,highway.service
26943915#1,62666578,295221555,,2,highway.service
26943925,cluster_2419006347_62771814,62625995,,8,highway.primary_link
26943930,4936764733,295222552,,8,highway.primary_link
26943938#0,780929042,295222628,,1,highway.footway
26943938#1,295222628,4665251126,,1,highway.footway
26943938#2,4665251126,295222628,,1,highway.footway
270520115,62549855,2419006490,Fort Street,9,highway.primary
270520116#0,2419006490,3806290432,Fort Street,9,highway.primary
270520116#1,3806290432,3806290433,Fort Street,9,highway.primary
270520116#2,3806290433,616067774,Fort Street,9,highway.primary
270520200#0,1315430074,1653907245,,2,highway.service
270520200#1,1653907245,1653907247,,2,highway.service
270520200#2,1653907247,1315430004,,2,highway.service
287213548,2908459386,2558599380,,8,highway.primary_link
292979279#0,62738200,62898624,Biddle Avenue,7,highway.secondary
292979279#1,62898624,cluster_5449309746_5449309747_62852061_62852086,Biddle Avenue,7,highway.secondary
292979279#4,cluster_5449309746_5449309747_62852061_62852086,62898631,Biddle Avenue,7,highway.secondary
292979279#5,62898631,62898633,Biddle Avenue,7,highway.secondary
292979279#6,62898633,3248125787,Biddle Avenue,7,highway.secondary
318400300,62648038,3248032943,Marshall Street,2,highway.service
318409441#0,62672937,62738228,Oak Street,6,highway.tertiary
318409441#1,62738228,62658619,Oak Street,6,highway.tertiary
318409441#2,62658619,62738229,Oak Street,6,highway.tertiary
318409441#3,62738229,62712217,Oak Street,6,highway.tertiary
318409441#4,62712217,62672693,Oak Street,6,highway.tertiary
318409441#5,62672693,62738231,Oak Street,6,highway.tertiary
318409441#6,62738231,1793456331,Oak Street,6,highway.tertiary
318409441#7,1793456331,1610952151,Oak Street,6,highway.tertiary
318409441#8,1610952151,1611051022,Oak Street,6,highway.tertiary
318409441#9,1611051022,62738232,Oak Street,6,highway.tertiary
319625047#0,62666541,62670587,Riverside Drive,4,highway.residential
319625047#1,62670587,62612384,Riverside Drive,4,highway.residential
319625047#2,62612384,62670606,Riverside Drive,4,highway.residential
319625047#3,62670606,62670610,Riverside Drive,4,highway.residential
319625047#4,62670610,62670612,Riverside Drive,4,highway.residential
319625048#0,62640272,62659027,6th Street,4,highway.residential
319625048#1,62659027,62915461,6th Street,4,highway.residential
319625048#2,62915461,62786942,6th Street,4,highway.residential
319625048#3,62786942,62619082,6th Street,4,highway.residential
319625048#4,62619082,62915460,6th Street,4,highway.residential
319625049#0,4674545240,62666536,6th Street,4,highway.residential
319625049#1,62666536,62891953,6th Street,4,highway.residential
319625049#2,62891953,62612382,6th Street,4,highway.residential
319625049#3,62612382,62838493,6th Street,4,highway.residential
319625049#4,62838493,cluster_62799001_62799030,6th Street,4,highway.residential
319625049#6,cluster_62799001_62799030,62791126,6th Street,4,highway.residential
319625049#7,62791126,4665286469,6th Street,4,highway.residential
319625049#8,4665286469,62729850,6th Street,4,highway.residential
319625049#9,62729850,62915541,6th Street,4,highway.residential
319625051,62602865,3260621933,Eureka Road,4,highway.residential
319625052#0,62544490,62544493,McKinley Street,4,highway.residential
319625052#1,62544493,62544495,McKinley Street,4,highway.residential
319625052#2,62544495,29836278,McKinley Street,4,highway.residential
319625052#3,29836278,62544500,McKinley Street,4,highway.residential
319625053,cluster_62544408_62544483,62619115,Baumey Street,4,highway.residential
319626359#1,cluster_62672929_62672931,62672933,14th Street,4,highway.residential
319626359#10,4895440190,62662546,14th Street,4,highway.residential
319626359#11,62662546,62662541,14th Street,4,highway.residential
319626359#12,62662541,62672942,14th Street,4,highway.residential
319626359#13,62672942,4895440183,14th Street,4,highway.residential
319626359#14,4895440183,cluster_62672944_62672946,14th Street,4,highway.residential
319626359#16,cluster_62672944_62672946,cluster_1595639439_1595639452,14th Street,4,highway.residential
319626359#18,cluster_1595639439_1595639452,62602886,14th Street,4,highway.residential
319626359#2,62672933,62672935,14th Street,4,highway.residential
319626359#3,62672935,1611253195,14th Street,4,highway.residential
319626359#4,1611253195,62672937,14th Street,4,highway.residential
319626359#5,62672937,cluster_4895440201_4895440202,14th Street,4,highway.residential
319626359#7,cluster_4895440201_4895440202,cluster_62672939_62672941,14th Street,4,highway.residential
319626359#9,cluster_62672939_62672941,4895440190,14th Street,4,highway.residential
319626360,62729854,3260629361,7th Street,4,highway.residential
319629229,62757594,62847748,11th Street,4,highway.residential
319630019#0,63029571,62666528,4th Street,4,highway.residential
319630019#1,62666528,62891951,4th Street,4,highway.residential
319630019#2,62891951,62612380,4th Street,4,highway.residential
319630019#3,62612380,62838490,4th Street,4,highway.residential
319630019#4,62838490,62798999,4th Street,4,highway.residential
319630019#5,62798999,62791122,4th Street,4,highway.residential
319630019#6,62791122,62729843,4th Street,4,highway.residential
319630019#7,62729843,62935623,4th Street,4,highway.residential
320518211,3270497868,3270497876,,2,highway.service
320519467,3270517699,cluster_3270517718_3270517721,,2,highway.service
320519468,3270517700,cluster_3270517694_3270517719,,2,highway.service
320519469,3270517715,3270517697,,2,highway.service
320519470,3270517702,3270517690,,2,highway.service
320519471,3270517691,3270517687,,2,highway.service
320519474,3270517693,cluster_3270517718_3270517721,,2,highway.service
320519475,3270517704,cluster_3270517694_3270517719,,2,highway.service
320519477,3270517712,3270517696,,2,highway.service
320519478,3270517706,3270517717,,2,highway.service
320519828#0,3270523899,3270523875,,2,highway.service
320519828#1,3270523875,3270523909,,2,highway.service
320519828#2,3270523909,3270523875,,2,highway.service
320519829,3270523876,3270523913,,2,highway.service
320519830,3270523896,3270523894,,2,highway.service
320519831,3270523889,3270523886,,2,highway.service
320519832,3270523869,3270523892,,2,highway.service
320519833,3270523914,3270523890,,2,highway.service
320519834,3270523912,3270523885,,2,highway.service
320519835,3270523870,3270523902,,2,highway.service
320519836,3270523910,cluster_3270523888_62602925,,2,highway.service
320519837,3270523905,3270523883,,2,highway.service
320519838,3270523887,3270523868,,2,highway.service
320519839,3270523915,3270523911,,2,highway.service
320519840,3270523881,3270523874,,2,highway.service
320519841,3270523871,3270523904,,2,highway.service
320592889#0,62898640,62929157,Mulberry Street,5,highway.unclassified
320592889#1,62929157,1515317139,Mulberry Street,5,highway.unclassified
321669085,1978960597,3284245827,,15,railway.rail
321673716,3284288107,3284288108,,1,highway.footway
330839662#0,cluster_590840669_62898604,62948749,Orchard Street,4,highway.residential
330839662#1,62948749,62752303,Orchard Street,4,highway.residential
330839662#2,62752303,62915454,Orchard Street,4,highway.residential
330839662#3,62915454,62879170,Orchard Street,4,highway.residential
330839662#4,62879170,62948751,Orchard Street,4,highway.residential
330839662#5,62948751,62704636,Orchard Street,4,highway.residential
330839662#6,62704636,62948753,Orchard Street,4,highway.residential
357517484#0,3627418425,63004520,River Court,4,highway.residential
357517484#1,63004520,3627418425,River Court,4,highway.residential
360774533,62695536,295222946,Electric Avenue,4,highway.residential
360774534,3653236544,3653236543,,2,highway.service
360774535,cluster_3653236550_4665251138,cluster_3653236549_3653236551,,2,highway.service
360774536#1,cluster_3653236549_3653236551,3653236544,,2,highway.service
360774537,cluster_3653236549_3653236551,4665251415,,2,highway.service
360774538,3653236543,cluster_3653236549_3653236551,,2,highway.service
370102196,3738244405,3738244398,,2,highway.service
370102197,3738244348,3738244347,,2,highway.service
370102198,3738244350,3738244349,,2,highway.service
370102199,3738244352,3738244351,,2,highway.service
370102200,3738244381,3738244379,,2,highway.service
370102201,3738244380,3738244378,,2,highway.service
370102203,3738244357,3738244356,,2,highway.service
370102204,3738244411,3738244403,,2,highway.service
370102205,3738244364,3738244361,,2,highway.service
370102206,3738244374,3738244375,,2,highway.service
370102207,3738244389,3738244387,,2,highway.service
370102208,3738244409,3738244407,,2,highway.service
370102209#0,3738244399,3738244405,,2,highway.service
370102209#1,3738244405,3738244404,,2,highway.service
370102210#0,3738244377,3738244374,,2,highway.service
370102210#1,3738244374,3738244373,,2,highway.service
370102211#0,3738244354,3738244357,,2,highway.service
370102211#1,3738244357,3738244358,,2,highway.service
370102212,3738244382,3738244396,,2,highway.service
370102213#0,cluster_1315585701_3738244369,3738244363,,2,highway.service
370102213#1,3738244363,3738244360,,2,highway.service
370102213#2,3738244360,3738244359,,2,highway.service
370102214,3738244367,3738244368,,2,highway.service
370102215#0,3738244392,4683290845,,2,highway.service
370102215#1,4683290845,4683290844,,2,highway.service
370102215#2,4683290844,3738244390,,2,highway.service
370102216#0,3738244397,3738244402,,2,highway.service
370102216#1,3738244402,3738244403,,2,highway.service
370102216#2,3738244403,3738244404,,2,highway.service
370102217#0,3738244353,3738244352,,2,highway.service
370102217#1,3738244352,3738244350,,2,highway.service
370102217#2,3738244350,3738244348,,2,highway.service
370102217#3,3738244348,3738244346,,2,highway.service
370102218#0,3738244340,3738244341,,2,highway.service
370102218#1,3738244341,3738244342,,2,highway.service
370102218#2,3738244342,3738244343,,2,highway.service
370102218#3,3738244343,3738244344,,2,highway.service
370102218#4,3738244344,3738244345,,2,highway.service
370102219#0,3738244360,3738244361,,2,highway.service
370102219#1,3738244361,3738244364,,2,highway.service
370102219#2,3738244364,3738244363,,2,highway.service
370102220#0,3738244400,3738244396,,2,highway.service
370102220#1,3738244396,3738244382,,2,highway.service
370102220#2,3738244382,62738196,,2,highway.service
377255041#0,3806290358,3806288947,,2,highway.service
377255041#1,3806288947,3806288941,,2,highway.service
377255041#2,3806288941,3806288935,,2,highway.service
377255041#3,3806288935,3806288916,,2,highway.service
377255041#4,3806288916,3806288899,,2,highway.service
377255041#5,3806288899,3806288934,,2,highway.service
377255041#6,3806288934,3806288935,,2,highway.service
377255042#0,3806290447,3806290434,,2,highway.service
377255042#1,3806290434,3806290413,,2,highway.service
377255042#2,3806290413,3806290377,,2,highway.service
377255042#3,3806290377,3806290361,,2,highway.service
377255042#4,3806290361,3806288943,,2,highway.service
377255042#5,3806288943,3806288923,,2,highway.service
377255043#0,3806290360,3806290372,,2,highway.service
377255043#1,3806290372,3806290380,,2,highway.service
377255043#10,cluster_3806290460_3806290463,3806290465,,2,highway.service
377255043#2,3806290380,3806290384,,2,highway.service
377255043#3,3806290384,3806290416,,2,highway.service
377255043#4,3806290416,3806290431,,2,highway.service
377255043#5,3806290431,3806290436,,2,highway.service
377255043#6,3806290436,3806290454,,2,highway.service
377255043#7,3806290454,3806290459,,2,highway.service
377255043#8,3806290459,3806290461,,2,highway.service
377255043#9,3806290461,cluster_3806290460_3806290463,,2,highway.service
